month,hour,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,cloud_cover_pct,uv_index,weather_condition,next_temp_c
6,18,27.7,37.1,1016.1,24.6,23.2,1.8,Sunny,29.1
6,20,27.5,42.7,999.6,41.5,40.5,1.0,Cloudy,29.6
3,1,2.0,92.1,1028.0,38.2,56.7,0.0,Cloudy,2.8
7,10,31.3,73.3,1024.0,25.1,28.4,6.5,Sunny,31.4
9,21,14.2,51.2,1008.6,22.4,22.4,0.0,Sunny,13.8
11,12,2.6,85.7,1010.4,4.8,52.3,6.7,Cloudy,1.9
12,14,4.3,71.5,1011.4,7.7,47.3,5.4,Cloudy,1.9
10,11,20.2,49.2,1003.7,18.4,63.4,4.3,Cloudy,19.1
8,21,28.1,35.6,1007.7,36.3,32.3,0.7,Sunny,27.0
6,20,27.0,33.3,1009.8,9.4,25.4,0.0,Sunny,26.6
12,21,0.0,84.5,1032.4,28.6,11.4,0.0,Sunny,3.4
8,10,28.6,27.3,1024.4,17.3,13.8,7.1,Sunny,28.9
12,6,-5.3,100.0,1024.2,29.9,43.4,0.0,Cloudy,-4.4
5,4,13.3,65.6,1017.4,18.5,37.8,0.2,Sunny,14.3
8,16,36.0,35.2,999.6,36.8,67.0,3.2,Cloudy,39.4
10,23,4.0,74.4,1012.5,18.0,60.4,0.0,Rainy,3.5
12,19,7.9,69.5,1024.6,14.9,6.8,0.0,Sunny,8.0
4,8,10.7,71.8,997.9,23.7,46.4,2.5,Cloudy,11.0
10,13,23.1,38.7,1020.6,32.1,14.7,8.0,Sunny,25.6
8,11,22.7,47.3,1040.9,43.8,0.0,8.6,Sunny,25.7
10,5,10.1,61.3,1025.7,36.8,33.5,0.1,Sunny,11.5
12,16,2.1,72.9,1030.0,31.2,26.2,5.7,Sunny,4.8
2,18,-2.8,68.1,1015.6,7.4,46.2,1.9,Cloudy,-2.0
12,18,3.7,92.8,1024.6,23.5,36.9,0.5,Sunny,3.9
12,15,9.7,63.6,1004.4,14.6,83.5,2.4,Cloudy,12.3
5,11,19.9,66.8,1022.6,18.9,75.1,2.9,Cloudy,21.2
9,11,17.2,69.8,1020.9,23.0,32.9,6.9,Sunny,16.4
4,19,13.2,52.4,1016.5,20.3,36.7,0.0,Sunny,15.5
11,5,0.4,73.5,1028.8,18.2,29.2,0.3,Sunny,0.5
6,22,23.3,75.6,1006.5,19.6,58.7,0.0,Cloudy,23.2
1,3,-4.0,100.0,1010.8,10.0,60.9,0.0,Snowy,-1.9
9,5,14.5,62.9,1014.1,8.2,26.0,0.0,Sunny,14.9
1,10,8.4,74.9,1000.6,27.9,54.0,4.5,Cloudy,9.6
5,0,14.7,56.6,1015.7,10.9,41.6,0.0,Cloudy,16.4
4,23,6.4,79.8,992.4,47.8,79.0,0.0,Stormy,5.5
12,22,-9.6,92.2,1025.6,36.6,7.0,0.0,Sunny,-8.4
3,14,9.9,49.8,1013.6,22.1,40.7,6.2,Cloudy,12.9
6,10,25.8,33.1,1006.7,15.5,32.0,5.3,Sunny,24.6
2,18,6.7,75.1,1003.0,16.3,87.8,0.0,Rainy,8.0
3,17,11.1,57.1,1010.2,16.0,49.8,2.5,Cloudy,10.1
5,16,19.5,55.1,1021.3,20.7,4.0,6.2,Sunny,21.8
9,18,22.7,40.2,1019.6,15.0,0.0,2.0,Sunny,25.0
2,20,2.6,73.3,1004.5,12.8,53.2,0.0,Cloudy,2.4
10,13,23.9,57.7,1002.8,23.9,46.2,6.1,Cloudy,28.4
8,17,31.9,39.6,1020.9,18.2,30.0,3.1,Sunny,34.4
2,18,5.9,76.0,1004.3,27.9,66.1,1.1,Rainy,7.7
11,14,11.2,76.9,1013.7,18.2,69.8,3.7,Rainy,12.9
5,14,26.6,50.0,1014.5,22.6,12.9,8.4,Sunny,28.8
7,3,25.2,61.7,1016.7,6.4,52.0,0.4,Cloudy,23.9
8,6,15.8,56.7,1023.3,27.6,35.1,0.4,Sunny,16.6
1,12,1.8,78.0,997.8,24.4,47.1,6.7,Cloudy,3.0
6,2,15.0,49.4,990.1,29.8,88.8,0.4,Cloudy,14.8
1,15,5.3,72.7,1006.2,16.7,62.5,4.1,Rainy,6.6
2,8,4.8,87.5,1034.6,46.5,34.7,3.1,Sunny,7.5
1,7,-5.9,100.0,1037.3,38.1,20.6,1.8,Sunny,-6.2
11,19,-3.0,99.1,1035.0,50.9,55.5,0.0,Cloudy,-2.6
5,12,22.5,33.2,1010.7,19.2,9.0,9.2,Sunny,21.6
10,16,20.9,64.6,991.6,34.5,89.7,2.0,Cloudy,18.1
9,16,26.3,27.1,984.9,55.0,73.5,2.2,Cloudy,28.2
6,16,31.0,47.4,1005.6,24.4,29.6,5.0,Sunny,31.5
11,0,-1.3,83.3,1010.6,7.4,91.6,0.0,Snowy,-0.7
11,7,-1.7,94.5,1028.6,45.6,46.2,1.6,Cloudy,-2.9
1,18,3.1,67.1,1023.4,26.6,41.1,1.3,Cloudy,3.2
1,5,-9.6,100.0,1015.7,15.4,43.0,0.0,Cloudy,-7.1
2,2,2.6,66.4,1002.3,18.0,94.3,0.0,Cloudy,3.1
9,4,16.1,54.2,1001.5,35.3,36.9,0.3,Sunny,16.6
3,12,7.9,63.2,1016.0,19.8,55.0,5.3,Cloudy,8.7
1,14,1.6,65.1,1021.4,27.1,18.1,7.7,Sunny,-0.2
5,13,24.4,49.3,1017.7,13.6,18.2,8.6,Sunny,26.0
7,22,22.0,70.0,1000.6,33.6,79.5,0.0,Cloudy,20.3
6,15,34.4,60.1,1020.8,28.7,45.8,5.7,Cloudy,33.2
12,17,4.9,78.7,1018.1,12.8,28.3,3.1,Sunny,3.5
1,21,-6.5,100.0,1000.2,16.1,100.0,0.0,Snowy,-6.3
5,21,25.0,49.8,1003.6,27.9,64.7,0.0,Cloudy,24.9
5,10,22.2,56.7,1021.3,9.3,13.2,7.1,Sunny,22.7
6,2,21.2,49.8,1010.2,16.6,63.0,0.0,Cloudy,20.1
3,21,1.0,85.4,1032.1,31.3,9.3,0.4,Sunny,3.3
5,9,22.0,57.4,1019.0,29.0,21.8,5.8,Sunny,24.0
7,9,28.8,36.0,1007.2,15.9,41.2,4.7,Cloudy,29.0
5,20,11.4,67.1,1012.9,21.0,34.3,0.0,Sunny,11.1
5,15,32.9,35.1,1013.8,8.8,27.4,5.9,Sunny,32.3
5,11,28.4,50.7,1004.3,30.5,52.2,4.9,Cloudy,28.3
10,1,4.6,67.4,1002.0,41.6,60.8,0.8,Cloudy,2.6
10,8,7.6,73.1,1021.4,13.6,51.0,3.4,Cloudy,6.4
3,23,2.1,100.0,1023.1,26.5,51.4,0.1,Cloudy,4.2
1,2,-7.7,100.0,1020.2,42.7,62.6,0.0,Snowy,-6.6
5,23,16.2,74.2,1031.2,34.4,41.9,0.7,Cloudy,19.6
9,14,25.8,46.6,1006.5,20.3,54.2,4.8,Cloudy,25.7
1,2,-6.0,97.2,1033.1,42.4,49.7,0.1,Cloudy,-6.1
3,18,13.8,74.3,1002.2,25.3,51.0,2.1,Cloudy,13.6
4,17,18.5,72.8,1000.8,12.9,77.1,1.2,Rainy,18.4
1,7,-7.8,77.1,991.9,46.4,72.5,1.4,Stormy,-8.4
1,16,8.6,58.9,1007.7,2.4,30.0,5.2,Sunny,9.6
8,7,29.1,54.4,1007.0,15.9,46.1,1.5,Cloudy,29.7
2,6,9.5,68.0,1019.3,29.2,24.6,0.0,Sunny,9.1
12,6,-7.6,89.7,1015.9,12.7,70.3,0.0,Snowy,-4.9
8,2,19.1,43.8,998.7,23.6,64.4,0.1,Cloudy,23.0
7,0,12.5,60.7,1008.3,24.7,21.0,0.0,Sunny,15.1
10,3,8.4,58.4,1008.5,10.5,35.1,0.1,Sunny,9.9
10,4,4.6,99.0,991.7,27.8,79.4,0.3,Rainy,6.5
2,0,2.4,81.2,1001.2,28.3,67.6,0.5,Rainy,6.2
6,14,27.0,43.9,1003.8,21.6,51.4,4.6,Cloudy,28.9
6,4,12.2,72.6,1030.2,22.7,21.4,0.7,Sunny,11.6
3,12,8.3,82.2,1015.3,19.9,45.2,7.0,Cloudy,9.5
11,7,-4.5,100.0,1020.9,25.3,77.6,1.1,Snowy,-2.8
2,7,1.3,93.7,995.0,30.7,58.0,0.7,Cloudy,0.0
12,4,-13.6,99.1,1027.3,26.9,66.4,0.0,Snowy,-13.6
1,8,-1.9,84.9,1028.6,34.5,27.8,3.5,Sunny,0.6
6,0,10.6,76.8,989.0,50.3,88.5,0.1,Stormy,7.8
12,3,-7.2,90.5,1004.5,19.9,68.2,0.0,Snowy,-9.0
5,2,19.6,55.6,1018.9,24.4,53.1,0.1,Cloudy,19.8
11,1,0.6,88.0,1020.7,25.8,31.5,0.0,Sunny,1.8
9,7,14.0,71.9,1004.9,28.8,62.7,1.3,Rainy,12.0
1,22,-5.1,74.9,1009.3,16.7,65.8,0.0,Snowy,-4.9
7,8,26.1,53.0,1005.8,13.3,23.7,3.6,Sunny,28.6
5,1,15.1,60.0,1014.3,9.9,26.2,0.0,Sunny,15.7
5,13,19.3,63.1,1027.4,32.0,20.4,9.2,Sunny,21.5
2,13,8.0,80.7,1003.7,37.7,57.1,5.9,Cloudy,7.5
11,3,-11.6,100.0,1025.0,22.5,39.8,0.3,Sunny,-12.6
3,5,-1.8,100.0,1003.6,29.7,78.8,0.7,Snowy,0.3
7,10,27.0,57.9,1002.8,21.6,65.5,4.1,Cloudy,28.2
6,2,20.7,68.5,1022.8,24.7,28.0,0.1,Sunny,19.0
12,7,-1.6,90.3,1024.1,37.4,62.8,0.4,Snowy,-2.5
2,2,-11.7,100.0,1023.2,30.4,39.7,0.0,Sunny,-8.4
6,13,26.0,54.8,997.2,21.0,43.2,6.2,Cloudy,24.8
2,12,5.9,83.5,1007.4,14.1,95.7,1.4,Rainy,8.0
2,12,4.8,74.8,1022.9,33.9,27.7,6.9,Sunny,4.4
2,1,-8.2,100.0,1013.5,13.7,49.6,0.2,Cloudy,-7.7
11,12,8.3,72.2,1000.1,18.3,43.8,6.5,Cloudy,9.3
3,18,10.8,60.3,1018.5,12.0,50.1,0.8,Cloudy,7.5
2,5,-6.4,100.0,1004.4,27.9,77.7,0.0,Snowy,-8.6
4,15,17.4,59.4,1034.5,45.8,5.5,8.4,Sunny,18.1
9,1,21.9,72.7,1031.5,34.4,20.7,0.0,Sunny,21.1
6,7,16.9,43.4,1020.2,40.5,34.7,1.8,Sunny,19.2
1,16,-4.2,85.7,1029.3,38.2,32.8,4.7,Sunny,-6.6
8,22,24.3,48.9,1013.8,11.0,68.3,0.3,Cloudy,25.8
12,1,-8.6,100.0,1022.2,16.5,58.2,0.0,Cloudy,-10.6
7,9,26.3,49.6,1030.7,25.5,24.0,5.3,Sunny,26.1
10,15,14.7,66.1,1015.9,18.2,53.9,4.6,Cloudy,13.3
3,5,-0.3,74.2,1009.9,11.8,56.0,0.1,Cloudy,3.6
1,1,-1.4,75.5,992.5,49.9,74.8,0.0,Stormy,-3.3
5,1,16.4,63.6,1012.0,24.9,51.0,0.2,Cloudy,16.7
4,12,20.6,40.4,1022.9,28.9,21.1,9.3,Sunny,18.0
10,23,2.1,76.5,1024.3,16.2,28.0,1.3,Sunny,5.5
8,14,25.5,51.7,1019.1,13.9,29.6,6.7,Sunny,26.7
1,1,-19.2,100.0,1006.5,29.8,98.3,0.0,Snowy,-18.4
10,6,5.8,92.4,989.3,36.0,100.0,0.3,Rainy,8.9
1,2,-4.2,100.0,1007.1,28.1,91.7,0.1,Snowy,-3.4
12,7,0.4,68.7,1009.3,20.2,81.5,1.3,Cloudy,1.3
4,22,8.1,63.5,1009.2,16.9,40.6,0.1,Cloudy,8.9
8,13,29.8,17.4,1020.4,15.3,11.6,9.0,Sunny,31.3
5,23,12.0,59.2,1036.8,39.8,25.8,0.6,Sunny,11.6
2,22,-2.3,96.1,1014.5,15.3,51.6,0.6,Cloudy,-2.2
6,21,25.6,42.4,1010.4,23.4,26.3,0.0,Sunny,27.6
5,6,9.5,75.3,1009.9,8.6,83.4,0.0,Rainy,10.5
2,20,1.1,68.2,1014.5,11.7,30.9,0.0,Sunny,1.4
11,6,5.7,84.4,1003.1,24.3,53.9,0.0,Cloudy,3.7
11,0,-1.9,82.2,1014.4,19.0,78.3,0.0,Snowy,1.3
11,16,13.0,65.6,1018.4,11.2,55.8,3.8,Cloudy,12.3
3,8,16.3,59.7,1015.5,4.5,44.5,3.4,Cloudy,18.5
9,20,18.6,44.4,1018.5,24.0,22.2,0.9,Sunny,19.4
7,12,32.8,24.3,1018.2,6.1,2.6,10.0,Sunny,30.9
7,20,23.0,60.1,991.7,47.8,78.2,0.0,Cloudy,25.8
11,18,8.7,75.9,1020.6,19.9,65.4,1.0,Rainy,9.7
6,20,26.0,56.6,1004.9,9.3,55.2,0.0,Cloudy,28.9
8,18,27.9,46.4,999.8,23.9,84.7,1.0,Cloudy,28.1
4,21,6.4,76.9,999.7,30.9,60.2,0.2,Rainy,8.1
8,16,30.1,22.5,1018.2,14.0,7.7,7.2,Sunny,27.5
4,22,14.8,60.0,1010.3,15.4,40.4,0.0,Cloudy,14.4
8,22,22.9,50.3,992.8,42.1,49.2,0.2,Cloudy,21.1
9,9,24.4,67.9,1018.7,17.3,36.6,5.8,Sunny,24.2
3,9,5.6,83.5,995.7,25.2,90.6,1.3,Rainy,7.0
3,3,2.2,97.1,1014.7,11.6,73.3,0.1,Rainy,1.6
11,7,4.6,84.1,1015.9,26.8,87.2,0.2,Rainy,6.6
2,21,-5.5,86.1,1023.6,38.2,51.3,0.0,Cloudy,-6.5
10,19,14.8,63.9,1034.4,21.5,29.9,0.0,Sunny,16.9
3,19,2.6,83.5,996.6,40.4,84.0,0.5,Rainy,5.4
3,17,6.7,65.5,1012.4,14.8,72.0,1.9,Cloudy,9.0
5,13,25.6,42.8,1009.7,23.4,70.9,3.6,Cloudy,25.4
5,17,24.4,46.3,1018.2,13.8,32.6,3.8,Sunny,21.1
2,13,0.9,99.7,1015.6,1.0,51.0,5.8,Cloudy,2.5
12,19,5.6,55.7,1008.8,21.8,37.1,0.5,Sunny,5.9
10,20,14.3,75.6,1007.7,10.8,65.1,0.0,Rainy,13.0
6,23,17.1,50.0,999.6,17.0,62.0,0.2,Cloudy,16.6
5,14,18.8,43.0,1024.9,15.7,22.8,8.0,Sunny,21.9
6,21,22.0,63.8,1018.5,23.4,43.3,0.0,Cloudy,20.4
1,3,-9.6,100.0,1024.0,26.3,53.6,0.0,Cloudy,-8.2
5,12,24.6,60.6,1009.3,22.7,38.4,6.7,Sunny,25.5
9,22,14.5,71.2,1005.1,26.8,67.7,0.6,Rainy,14.4
12,7,-9.7,100.0,1000.1,24.2,100.0,1.0,Snowy,-8.0
10,17,14.7,68.6,1017.3,16.6,56.8,2.2,Cloudy,18.1
2,11,2.9,79.1,1000.5,22.9,82.1,2.3,Rainy,2.9
1,22,-2.5,92.1,1035.2,36.9,46.7,0.0,Cloudy,-2.4
10,13,15.0,74.9,997.3,23.1,70.4,3.9,Rainy,16.6
11,1,5.9,68.3,1016.3,19.1,35.3,0.2,Sunny,8.1
9,17,15.6,55.1,1031.8,43.2,0.0,4.6,Sunny,15.9
10,23,13.0,62.4,1020.2,14.1,31.0,0.0,Sunny,13.0
9,1,12.3,45.5,1015.1,24.8,22.4,0.6,Sunny,8.8
9,10,25.4,48.2,1001.4,26.9,69.3,3.5,Cloudy,24.5
6,8,24.4,29.5,996.4,33.8,38.4,3.4,Sunny,22.9
8,11,32.9,36.1,1022.2,9.5,0.0,8.5,Sunny,34.7
11,16,8.6,80.7,1031.1,19.2,58.5,2.2,Cloudy,8.7
1,14,-0.4,80.8,1007.7,19.5,57.7,4.1,Cloudy,-0.4
10,16,22.9,67.5,999.3,34.7,70.0,2.5,Cloudy,23.4
4,17,15.8,46.7,983.5,42.0,83.7,1.7,Cloudy,14.7
1,21,-2.7,100.0,1001.2,39.5,70.6,0.0,Snowy,0.6
8,5,24.8,54.5,1011.6,19.5,58.7,0.8,Cloudy,27.7
1,16,-0.9,69.2,1032.2,27.8,29.2,5.1,Sunny,2.5
3,22,4.4,100.0,1021.1,21.9,81.3,0.7,Rainy,6.1
4,23,5.4,76.3,1016.7,36.2,37.7,0.0,Sunny,5.8
8,17,27.8,34.5,1008.2,7.8,32.8,3.6,Sunny,31.2
6,7,22.9,36.6,1006.0,24.6,36.7,1.7,Sunny,22.1
10,8,6.0,73.8,1029.9,29.7,30.3,3.9,Sunny,4.9
12,5,-7.5,94.9,1015.4,20.5,41.0,0.0,Cloudy,-8.1
7,4,26.2,46.7,987.8,52.4,72.2,0.2,Cloudy,27.6
8,11,31.9,34.2,1004.9,18.6,14.6,8.8,Sunny,31.0
2,10,2.6,87.4,1002.7,33.3,82.0,2.3,Rainy,2.8
10,0,7.8,69.5,1006.4,37.6,26.5,0.1,Sunny,5.4
11,10,6.8,55.4,1019.8,20.6,0.9,7.2,Sunny,8.2
8,18,32.6,34.7,1011.7,19.8,38.5,2.0,Sunny,30.3
3,8,4.2,55.0,1012.1,8.4,31.7,4.4,Sunny,3.0
7,1,21.1,56.8,1028.8,31.1,1.3,0.0,Sunny,23.8
3,11,13.8,54.5,1004.6,20.6,69.7,3.9,Cloudy,16.5
7,3,17.1,61.0,1035.4,45.2,14.1,0.4,Sunny,18.3
11,3,5.4,90.0,1004.9,31.3,88.2,0.0,Rainy,6.4
12,17,-2.0,78.5,1014.1,12.4,50.9,2.8,Cloudy,-2.5
2,14,12.4,77.0,1009.6,28.3,99.2,1.4,Rainy,11.5
10,18,13.5,60.4,1014.5,26.0,31.0,1.6,Sunny,13.4
6,12,28.3,60.0,1018.3,25.2,60.2,4.9,Cloudy,26.1
3,18,0.4,80.7,1018.2,14.1,47.8,1.5,Cloudy,1.4
3,16,8.4,64.0,1004.0,18.0,33.6,4.2,Sunny,9.0
9,5,10.6,76.0,999.5,21.7,80.6,0.0,Rainy,9.4
7,15,29.4,36.6,1043.0,55.6,0.0,9.0,Sunny,32.7
5,23,14.2,55.3,1007.2,9.3,31.6,0.0,Sunny,15.8
12,11,7.9,68.3,1021.4,27.5,21.4,7.1,Sunny,9.7
10,18,15.8,60.8,993.7,26.5,71.1,0.9,Cloudy,15.5
7,4,22.0,65.4,1009.6,22.6,56.0,0.0,Cloudy,22.5
9,16,19.8,35.9,1011.5,14.0,0.0,6.0,Sunny,21.4
1,22,-8.5,98.0,1018.7,29.5,75.9,0.1,Snowy,-7.7
7,0,28.0,49.3,980.3,60.3,76.1,0.0,Cloudy,31.4
6,23,16.9,61.5,1015.0,25.9,20.1,0.0,Sunny,17.1
10,22,15.6,74.7,999.2,40.2,87.1,0.1,Rainy,15.2
12,9,0.5,83.6,1016.9,17.8,52.3,3.0,Cloudy,2.1
9,14,25.0,45.6,1000.6,17.7,68.8,3.1,Cloudy,23.2
1,22,-0.7,92.0,1002.7,15.9,86.4,0.3,Snowy,1.4
4,20,17.1,60.4,1009.7,0.0,47.2,0.0,Cloudy,15.2
9,20,18.6,53.3,1000.4,18.5,53.9,0.0,Cloudy,20.2
4,10,13.4,70.0,1007.3,19.4,64.8,2.9,Cloudy,12.8
10,12,17.0,53.0,998.7,24.7,52.4,5.4,Cloudy,18.3
3,4,1.2,77.2,991.0,37.0,74.2,0.2,Snowy,3.3
9,0,17.4,53.7,1025.2,30.6,28.4,0.1,Sunny,18.1
2,23,-4.4,100.0,997.4,28.2,91.2,1.2,Snowy,-6.0
4,11,18.7,24.7,1010.9,5.6,21.0,8.3,Sunny,17.6
6,10,33.7,38.4,1022.0,22.4,29.7,5.7,Sunny,32.9
2,16,6.6,75.4,1005.6,13.7,62.2,2.6,Rainy,3.7
8,3,19.6,38.8,1003.1,21.7,42.3,1.4,Cloudy,22.1
8,14,24.0,52.0,1015.7,26.0,23.3,8.1,Sunny,24.7
1,8,-12.5,100.0,1026.4,25.9,56.3,2.8,Cloudy,-14.1
12,20,1.4,88.8,999.0,43.0,88.4,0.0,Snowy,4.5
3,19,6.2,49.2,1011.2,25.6,50.7,0.1,Cloudy,5.4
10,18,12.9,79.3,992.2,32.3,78.0,0.1,Rainy,13.9
9,18,23.0,43.2,1008.3,8.8,30.4,1.9,Sunny,22.0
5,11,23.0,57.4,1013.4,12.1,51.4,5.4,Cloudy,19.9
6,4,23.4,57.3,1002.7,33.5,59.2,0.0,Cloudy,21.5
4,9,13.9,55.4,1007.5,14.7,33.4,4.5,Sunny,13.6
10,16,14.2,70.3,996.1,39.5,94.2,2.2,Rainy,16.3
2,4,-1.4,83.2,1013.9,22.8,31.4,0.0,Sunny,-0.2
11,21,2.6,60.4,1025.7,21.0,35.1,1.0,Sunny,3.3
8,15,32.0,48.6,999.8,22.4,34.8,5.0,Sunny,28.9
11,6,0.1,77.1,1005.5,26.7,93.5,0.0,Snowy,2.9
6,8,21.5,44.2,1019.0,20.5,0.0,3.9,Sunny,22.4
5,2,13.3,61.0,1027.5,24.0,38.1,0.0,Sunny,13.6
9,14,25.1,50.1,995.1,30.7,60.8,4.2,Cloudy,27.6
1,15,5.7,75.9,1011.0,13.9,50.6,4.9,Cloudy,8.5
5,17,22.2,57.2,1016.4,3.6,37.7,3.3,Sunny,24.7
6,13,22.6,37.7,1011.8,19.6,37.7,6.5,Sunny,22.6
5,2,11.3,60.7,983.3,43.8,73.5,0.0,Cloudy,10.0
6,11,31.5,36.5,1019.0,0.0,4.3,9.8,Sunny,33.8
6,8,22.9,69.6,1031.2,33.7,31.1,3.3,Sunny,21.0
7,6,22.0,50.8,1014.4,7.7,7.9,0.0,Sunny,26.0
4,8,15.9,71.9,1000.6,40.4,60.2,2.5,Rainy,16.5
11,12,7.3,74.4,1006.8,14.7,100.0,1.8,Rainy,5.9
8,17,22.2,46.9,1034.2,28.7,0.0,4.5,Sunny,20.5
7,4,20.2,52.3,1023.9,29.2,37.4,0.1,Sunny,18.4
9,12,22.3,49.9,1020.7,15.9,14.6,8.1,Sunny,23.0
7,3,16.3,66.5,1017.3,10.9,47.8,0.4,Cloudy,16.8
3,1,-1.5,100.0,1005.1,25.6,91.7,0.0,Snowy,-3.2
3,15,12.8,69.5,1010.6,6.6,69.2,3.2,Cloudy,12.6
8,8,24.1,60.7,1012.1,1.5,40.9,3.4,Cloudy,22.1
5,8,20.2,45.0,1019.6,33.7,51.4,3.3,Cloudy,21.8
4,5,15.0,58.3,1031.1,38.4,4.8,0.8,Sunny,15.4
8,10,25.8,39.1,1026.4,26.0,10.8,8.0,Sunny,25.6
6,21,23.7,52.6,996.0,32.4,66.1,0.0,Cloudy,21.9
2,23,-6.4,91.0,1015.7,19.3,42.8,0.0,Cloudy,-6.4
4,21,7.1,81.7,1021.8,30.4,39.6,0.7,Sunny,6.8
12,0,-7.7,87.2,1020.4,14.9,52.3,0.7,Cloudy,-6.6
11,3,-2.7,89.5,1005.4,24.0,67.5,0.0,Snowy,-1.9
4,12,18.6,63.9,1048.0,49.9,28.9,8.0,Sunny,20.6
6,22,30.5,18.6,997.7,28.9,23.4,0.0,Sunny,30.1
6,12,26.5,66.5,1000.0,28.9,83.8,3.7,Cloudy,23.6
1,12,1.5,79.9,1015.8,15.3,64.6,4.3,Snowy,3.8
8,1,18.1,37.6,1038.4,48.4,0.0,1.0,Sunny,16.9
6,8,25.7,48.0,1003.0,27.9,35.7,3.7,Sunny,24.2
3,23,1.8,82.6,1009.8,3.8,51.1,0.9,Cloudy,2.2
9,7,22.6,50.3,1025.9,16.7,8.1,2.0,Sunny,23.6
2,6,-12.8,100.0,1012.8,9.3,43.5,0.2,Cloudy,-13.3
11,3,-10.3,100.0,1009.0,31.4,61.0,0.0,Snowy,-10.8
8,17,26.4,48.4,1019.8,13.3,1.5,5.0,Sunny,26.2
10,2,10.4,73.9,1016.3,14.3,67.0,0.4,Rainy,13.4
3,5,-5.5,92.2,1025.4,22.5,55.3,1.2,Cloudy,-5.0
12,11,-7.9,100.0,1028.5,26.2,58.5,5.0,Cloudy,-9.2
5,11,25.5,31.9,1016.7,17.8,25.6,7.7,Sunny,24.3
6,20,25.1,48.7,1016.5,27.4,31.4,0.0,Sunny,25.1
10,7,6.1,76.5,1015.6,18.7,71.6,1.2,Rainy,7.0
6,21,18.6,65.2,1018.9,12.6,27.7,0.0,Sunny,20.0
4,21,6.6,66.7,1013.7,34.8,47.3,0.1,Cloudy,7.3
3,0,0.2,67.2,1013.0,12.6,58.3,0.1,Cloudy,-0.8
4,3,3.7,81.0,1027.4,24.6,15.4,0.0,Sunny,3.4
1,20,-0.0,87.8,1031.2,45.1,80.7,0.0,Snowy,1.8
4,10,3.6,94.5,994.9,30.0,93.7,1.6,Rainy,2.0
1,2,-11.4,89.4,1013.1,25.4,64.6,0.0,Snowy,-11.8
12,12,0.6,95.7,1004.7,15.0,98.2,2.3,Snowy,2.1
1,16,2.2,100.0,1009.3,27.9,89.3,1.8,Rainy,4.2
10,21,8.3,68.8,1017.8,19.4,41.5,0.2,Cloudy,8.4
6,21,25.8,33.4,1021.0,32.0,13.3,0.0,Sunny,25.5
5,9,13.1,61.3,1011.7,28.8,22.3,5.6,Sunny,11.2
11,20,5.2,77.4,990.0,30.5,80.3,0.3,Rainy,6.6
4,11,18.5,62.9,1001.4,36.1,69.2,3.8,Cloudy,21.3
11,14,18.4,51.4,1023.8,13.6,26.5,8.3,Sunny,23.5
3,20,3.1,95.9,980.1,43.1,100.0,0.0,Rainy,4.3
1,9,0.9,72.6,1027.2,22.7,27.6,5.5,Sunny,1.3
6,13,22.7,33.6,1019.3,23.5,0.0,10.3,Sunny,21.5
2,12,-4.5,100.0,1028.8,31.2,62.2,5.1,Snowy,-7.4
8,4,22.3,28.8,1010.6,13.5,45.3,0.1,Cloudy,23.1
10,5,7.7,71.4,988.3,42.9,100.0,0.3,Rainy,12.5
5,23,19.5,87.0,1018.2,22.9,50.7,0.4,Cloudy,22.3
7,1,14.7,62.8,1028.3,35.7,36.7,0.0,Sunny,17.2
10,21,12.5,55.0,1024.1,34.1,73.3,0.1,Cloudy,13.5
12,16,12.5,65.6,1005.0,36.1,59.6,3.2,Cloudy,13.7
2,3,-4.2,90.9,1014.0,13.1,42.4,0.0,Cloudy,-8.1
8,13,31.0,40.1,1006.6,15.5,28.8,7.9,Sunny,32.9
2,9,1.5,89.4,1003.2,28.7,86.7,1.6,Snowy,0.9
4,2,-0.3,75.0,1024.5,16.6,11.3,0.0,Sunny,-1.0
1,2,-2.6,100.0,998.6,23.8,94.1,0.0,Snowy,-2.7
5,14,22.6,53.6,1002.3,32.9,59.3,4.3,Cloudy,22.4
9,5,16.8,67.1,999.8,26.9,89.9,0.5,Cloudy,16.0
1,16,-3.1,83.3,995.1,23.8,100.0,1.2,Snowy,-2.5
9,11,18.5,70.1,1014.8,2.2,59.4,5.4,Cloudy,18.0
11,21,9.2,68.6,1026.9,29.1,0.0,0.0,Sunny,9.9
8,19,24.3,51.3,1010.8,23.8,53.1,0.4,Cloudy,22.1
6,23,25.7,37.1,994.9,42.7,63.7,1.4,Cloudy,25.8
7,10,28.7,32.0,1023.1,25.0,11.1,7.6,Sunny,27.2
3,3,-8.2,100.0,1033.2,52.3,13.7,0.4,Sunny,-8.8
1,5,-2.7,84.6,1005.2,20.5,59.2,0.3,Cloudy,-1.9
5,0,11.4,59.3,1007.3,17.8,32.6,0.0,Sunny,9.1
12,19,4.2,72.2,1019.2,0.0,11.1,0.3,Sunny,3.2
12,22,-3.0,96.5,1032.5,31.8,38.3,0.2,Sunny,-1.5
2,15,-0.5,79.5,1006.8,26.3,53.0,4.5,Cloudy,-2.5
5,14,25.7,45.3,997.0,43.7,95.1,1.5,Cloudy,29.4
8,16,38.1,28.0,1020.6,14.5,5.7,6.7,Sunny,40.8
11,7,5.4,57.7,1022.6,27.2,45.4,1.0,Cloudy,5.0
